id,avatar,avatarLastChangedAt,emojiArray,emojiArrayLastChangedAt,ended,endedLastChangedAt,exitStep,exitStepLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,name,nameLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,recipient,recipientLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01JHBVGSSBP2QT2XAYC73FZKFD,https://api.dicebear.com/9.x/personas/svg?seed=01JHBVGSSBP2QT2XAYC73FZKFD,2025-01-11T23:42:11.74664342Z,"[""🐿️"",""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐿️""]",2025-01-11T23:42:11.74664342Z,game ended,2025-01-11T23:46:28.872995135Z,1,2025-01-11T23:46:34.493144356Z,"{""usedCalculator"":""no""}",2025-01-11T23:46:34.486181811Z,01JHBVHJMP58QZD0ERCD1BKSQB,2025-01-11T23:37:41.709265758Z,4,2025-01-11T23:42:05.290044099Z,true,2025-01-11T23:42:11.675042115Z,player 2,2025-01-11T23:42:11.74664342Z,01JHBVGSJ7W2N96PGE172H606V,2025-01-11T23:34:50.411416492Z,6715ec2bf4df2211115406e9,2025-01-11T23:34:50.411416492Z,01JHBV8W40W6F73YGTMEHZ2AGH,2025-01-11T23:45:58.810481978Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:34:50.418832762Z,RS_slider,2025-01-11T23:34:50.418832762Z,{},2025-01-11T23:34:50.535124282Z
01JHBVQ4VKBXXX63RJNCWSVM7S,https://api.dicebear.com/9.x/personas/svg?seed=01JHBVQ4VKBXXX63RJNCWSVM7S,2025-01-11T23:47:41.788539621Z,"[""🐇"",""🐇"",""🐇"",""                                   ""]",2025-01-11T23:47:41.788539621Z,game ended,2025-01-11T23:52:12.647309667Z,1,2025-01-11T23:52:16.187967866Z,"{""usedCalculator"":""no""}",2025-01-11T23:52:16.1865474Z,01JHBTX5Q5D8FY3D9BY2GQ5SB5,2025-01-11T23:46:16.380101762Z,4,2025-01-11T23:47:35.829375485Z,true,2025-01-11T23:47:41.710412519Z,player 1,2025-01-11T23:47:41.788539621Z,01JHBVQ31YKKZWK4Z6NZN8H83H,2025-01-11T23:38:18.355995868Z,676c35343b395298cad4bd7c,2025-01-11T23:38:18.355995868Z,01JHBVXMDSQEMMWV20B470QTYE,2025-01-11T23:51:02.874820827Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:38:18.361000378Z,RS_slider,2025-01-11T23:38:18.361000378Z,{},2025-01-11T23:38:18.88640253Z
01JHBVQ7JBY535HXK2AWMHZNSQ,,,,,game terminated,2025-01-11T23:59:46.364037212Z,,,,,01JHBWMSKGSFSCHX9HM4HK4K3F,2025-01-11T23:58:23.659368461Z,3,2025-01-11T23:44:22.18115918Z,,,,,01JHBVQ6XZ0YNRC7MY96NZ2HW6,2025-01-11T23:38:21.131198509Z,66e40208442e7106cd47bfc7,2025-01-11T23:38:21.131198509Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:38:21.136631818Z,RS_slider,2025-01-11T23:38:21.136631818Z,{},2025-01-11T23:38:21.465765093Z
01JHBVQSD0S1ZNA9Q2TD7TNYAB,https://api.dicebear.com/9.x/personas/svg?seed=01JHBVQSD0S1ZNA9Q2TD7TNYAB,2025-01-11T23:49:27.125187484Z,"[""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐇""]",2025-01-11T23:49:27.125187484Z,game terminated,2025-01-11T23:52:13.517965898Z,,,,,01JHBTX51J08G9P66RHDPSXZME,2025-01-11T23:47:44.318358834Z,4,2025-01-11T23:49:17.607402141Z,true,2025-01-11T23:49:27.050170869Z,player 2,2025-01-11T23:49:27.125187484Z,01JHBVQQXB7ZNQS6A11MFHAS50,2025-01-11T23:38:39.39249913Z,6780f74f3522e3a20bf99f45,2025-01-11T23:38:39.39249913Z,01JHBVWRCAWXVXKEJ3V1A2XTJP,2025-01-11T23:50:57.652189208Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:38:39.399001555Z,RS_slider,2025-01-11T23:38:39.399001555Z,{},2025-01-11T23:38:40.131023193Z
01JHBVVGWZN1WTF2V7E5AP7FJT,https://api.dicebear.com/9.x/personas/svg?seed=01JHBVVGWZN1WTF2V7E5AP7FJT,2025-01-11T23:46:12.579143874Z,"[""                                   "",""🐿️""]",2025-01-11T23:46:12.579143874Z,game ended,2025-01-11T23:49:49.50247611Z,1,2025-01-11T23:49:52.836935225Z,"{""usedCalculator"":""no""}",2025-01-11T23:49:52.835082185Z,01JHBTX68WPA51BA437QAW9DT1,2025-01-11T23:44:43.206834639Z,4,2025-01-11T23:44:48.834708381Z,true,2025-01-11T23:45:09.365908225Z,player 3,2025-01-11T23:46:12.579143874Z,01JHBVVGB54NFF9PN9CJH02NFD,2025-01-11T23:40:41.759563584Z,66742c97f10d7228419ac0e0,2025-01-11T23:40:41.759563584Z,01JHBVNZJNASKF0KSA8WR26WYZ,2025-01-11T23:49:36.146474984Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:40:41.76507065Z,RS_slider,2025-01-11T23:40:41.76507065Z,{},2025-01-11T23:40:42.049180926Z
01JHBVXYRCPX9HG0V0WMVRRNXY,,,,,game terminated,2025-01-11T23:58:47.593871048Z,,,,,01JHBTX3DSER50TZM4QGGD8W7H,2025-01-11T23:49:27.073316131Z,4,2025-01-11T23:54:25.945953404Z,true,2025-01-11T23:54:28.807061975Z,,,01JHBVXY53BKTFJ2Y2ZKFEY66E,2025-01-11T23:42:01.484268301Z,67719f52af5175c7f6b1c990,2025-01-11T23:42:01.484268301Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:42:01.493089138Z,RS_slider,2025-01-11T23:42:01.493089138Z,{},2025-01-11T23:42:01.80155637Z
01JHBWC4ZCTRKVZJJH0CNPGY2M,,,,,game terminated,2025-01-11T23:59:46.364037212Z,,,,,01JHBWMSKGSFSCHX9HM4HK4K3F,2025-01-11T23:58:23.659368461Z,1,2025-01-11T23:49:51.781608242Z,,,,,01JHBWC4BJR4S9WW8S5WNPEVVD,2025-01-11T23:49:46.604800781Z,608ded20b8255745727d07fc,2025-01-11T23:49:46.604800781Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:49:46.610411374Z,RS_slider,2025-01-11T23:49:46.610411374Z,{},2025-01-11T23:49:46.920959415Z
01JHBV2T6YCRAS929GVKVDYDEN,https://api.dicebear.com/9.x/personas/svg?seed=01JHBV2T6YCRAS929GVKVDYDEN,2025-01-11T23:35:05.624629399Z,"[""🐇"",""                                   "",""🐿️""]",2025-01-11T23:35:05.624629399Z,game terminated,2025-01-11T23:35:18.144217077Z,,,,,01JHBTX8BGBPGQNMKRSDJXR8SS,2025-01-11T23:27:12.101528832Z,4,2025-01-11T23:33:52.218363602Z,true,2025-01-11T23:34:17.492342771Z,player 2,2025-01-11T23:35:05.624629399Z,01JHBV2T3JNPSFWAYGRZ4E6M4X,2025-01-11T23:27:12.094679431Z,5f3df58fefb822237b5ec92c,2025-01-11T23:27:12.094679431Z,01JHBV3Z38WX5Y42D0KNWNP2NB,2025-01-11T23:35:05.918752474Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:27:12.101528832Z,RS_slider,2025-01-11T23:27:12.101528832Z,{},2025-01-11T23:27:12.149261559Z
01JHBWZ76NW5R2KZKCZMDDGW1R,,,,,,,,,,,,,,,,,,,01JHBWZ63JEYM06PVGFWB5YDFA,2025-01-12T00:00:11.477569651Z,67433c87bc79e89a97568187,2025-01-12T00:00:11.477569651Z,,,,,,,,
01JHBVWRCAWXVXKEJ3V1A2XTJP,https://api.dicebear.com/9.x/personas/svg?seed=01JHBVWRCAWXVXKEJ3V1A2XTJP,2025-01-11T23:49:27.125187484Z,"[""🐿️"",""                                   ""]",2025-01-11T23:49:27.125187484Z,game terminated,2025-01-11T23:52:13.517965898Z,,,,,01JHBTX51J08G9P66RHDPSXZME,2025-01-11T23:47:44.318358834Z,4,2025-01-11T23:48:51.689933303Z,true,2025-01-11T23:49:12.711502431Z,player 3,2025-01-11T23:49:27.125187484Z,01JHBVWQM5QA92FYPKRFJ21F39,2025-01-11T23:41:22.186122813Z,596b699d739fc30001e0b256,2025-01-11T23:41:22.186122813Z,01JHBW4702NP1R1BJ02GGJ1W44,2025-01-11T23:50:57.652189208Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-11T23:41:22.201430862Z,RS_slider,2025-01-11T23:41:22.201430862Z,{},2025-01-11T23:41:22.509665591Z
